d5,0.02582,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444
p6,0.02119,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333
d6,0.02119,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333
p7,0.33234,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29333,0.29667,0.3,0.30333,0.30667,0.31,0.31333,0.31667,0.32,0.32333,0.32667,0.33,0.33333,0.33667,0.34,0.34333,0.34667,0.35,0.35333,0.35667,0.36,0.36333,0.36667,0.37,0.37333,0.37667,0.38,0.38333,0.38667,0.39,0.39333,0.39667,0.4,0.40333,0.40667,0.41,0.41333,0.41667,0.42,0.42333,0.42667,0.43,0.43333,0.43667,0.44,0.44333,0.44667,0.45,0.45333,0.45667,0.46,0.46333,0.46667,0.47,0.47333,0.47667,0.48,0.48333,0.48667,0.49,0.49333,0.49667,0.5,0.50333,0.50667,0.51,0.51333
d7,0.33234,0.18,0.18667,0.19333,0.2,0.20667,0.21333,0.22,0.22667,0.23333,0.24,0.24667,0.25333,0.26,0.26667,0.27333,0.28,0.28667,0.29333,0.3,0.30667,0.31333,0.32,0.32667,0.33333,0.34,0.34667,0.35333,0.36,0.36667,0.37333,0.38,0.38667,0.39333,0.4,0.40667,0.41333,0.42,0.42667,0.43333,0.44,0.44667,0.45333,0.46,0.46667,0.47333,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763,0.4763
p8,0.10103,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29333,0.29667,0.3,0.30333,0.30667,0.31,0.31333,0.31667,0.32,0.32333,0.32667,0.33,0.33333,0.33667,0.34,0.34333,0.34667,0.35,0.35333,0.35667,0.36,0.36333,0.36667,0.37,0.37333,0.37667,0.38,0.38333,0.38667,0.39,0.39333,0.39667,0.4,0.40333,0.40667,0.41,0.41333,0.41667,0.42,0.42333,0.42667,0.43,0.43333,0.43667,0.44,0.44333,0.44667,0.45,0.45333,0.45667,0.46,0.46333,0.46667,0.47,0.47333,0.47667,0.48,0.48333,0.48667,0.49,0.49333,0.49667,0.5,0.50333,0.50667,0.51,0.51333
d8,0.10103,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444,0.50444
p9,0.08292,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29111,0.29333,0.29667,0.3,0.30333,0.30667,0.31,0.31333,0.31667,0.32,0.32333,0.32667,0.33,0.33333,0.33667,0.34,0.34333,0.34667,0.35,0.35333,0.35667,0.36,0.36333,0.36667,0.37,0.37333,0.37667,0.38,0.38333,0.38667,0.39,0.39333,0.39667,0.4,0.40333,0.40667,0.41,0.41333,0.41667,0.42,0.42333,0.42667,0.43,0.43333,0.43667,0.44,0.44333,0.44667,0.45,0.45333,0.45667,0.46,0.46333,0.46667,0.47,0.47333,0.47667,0.48,0.48333,0.48667,0.49,0.49333,0.49667,0.5,0.50333,0.50667,0.51,0.51333
d9,0.08292,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333,0.47333
p*,1,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.22667,0.23,0.23333,0.23667,0.24,0.24333,0.24667,0.25,0.25333,0.25667,0.26,0.26333,0.26667,0.27,0.27333,0.27667,0.28,0.28333,0.28667,0.29,0.29333
d*,1,0.22667,0.23,0.23333,0.23667,0.24,0.24333,0.24667,0.25,0.25333,0.25667,0.26,0.26333,0.26667,0.27,0.27333,0.27667,0.28,0.28333,0.28667,0.29,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333,0.29333
